Economie,Jaar,CO2,N2O,CH4,Broeikasgas-equivalent,NOx,SO2,NH3,Zuur-equivalent,CFK12-equivalent,CO,NMVOS,PM10
Vervoer over land,2017,5143,0.3,0.4,5324,22.7,0.0,0.3,0.5,0.0,10.0,1.0,0.6
Vervoer over land,2018,5282,0.3,0.3,5458,20.8,0.0,0.4,0.5,0.0,9.6,1.0,0.6
Vervoer over land,2019,5321,0.3,0.4,5498,20.6,0.0,0.4,0.5,0.0,9.6,1.0,0.6
Vervoer over water,1990,5922,0.1,0.2,5972,126.8,58.4,0.0,4.6,7.5,11.9,8.8,7.5
Vervoer over water,1991,5908,0.1,0.2,5956,123.4,55.0,0.0,4.4,6.0,11.6,8.7,7.3
Vervoer over water,1992,6405,0.2,0.2,6457,132.5,59.7,0.0,4.7,4.6,12.4,9.3,7.9
Vervoer over water,1993,6713,0.2,0.2,6767,137.6,62.8,0.0,5.0,3.2,12.8,9.8,8.3
Vervoer over water,1994,7147,0.2,0.3,7205,144.8,66.7,0.0,5.2,1.7,13.4,10.3,8.9
Vervoer over water,1995,7078,0.2,0.2,7135,143.8,66.8,0.0,5.2,0.3,13.1,9.9,8.7
Vervoer over water,1996,7080,0.2,0.2,7138,144.2,67.5,0.0,5.2,0.3,13.1,9.6,8.8
Vervoer over water,1997,7669,0.2,0.3,7732,154.0,70.9,0.0,5.6,0.2,14.1,10.4,9.5
Vervoer over water,1998,7897,0.2,0.3,7960,163.0,79.3,0.0,6.0,0.1,14.2,10.2,10.2
Vervoer over water,1999,8749,0.2,0.3,8821,184.6,93.7,0.0,6.9,0.0,15.8,11.0,12.0
Vervoer over water,2000,8935,0.2,0.3,9009,189.1,98.2,0.0,7.2,0.0,16.2,11.0,12.6
Vervoer over water,2001,9054,0.2,0.3,9128,188.6,93.7,0.0,7.0,0.0,16.2,11.0,12.0
Vervoer over water,2002,8540,0.2,0.3,8610,177.3,85.5,0.0,6.5,0.0,14.9,9.3,10.9
Vervoer over water,2003,8947,0.2,0.3,9020,184.7,86.1,0.0,6.7,0.0,15.5,9.6,11.1
Vervoer over water,2004,8865,0.2,0.3,8938,184.3,81.5,0.0,6.6,0.0,14.6,9.0,10.5
Vervoer over water,2005,8960,0.2,0.3,9035,186.6,86.3,0.0,6.8,0.0,14.4,8.7,10.9
Vervoer over water,2006,7553,0.2,0.2,7618,152.8,68.1,0.0,5.4,0.0,12.9,8.2,8.8
Vervoer over water,2007,8661,0.2,0.3,8735,178.0,78.8,0.0,6.3,0.0,13.8,8.5,9.9
Vervoer over water,2008,8968,0.2,0.3,9044,179.1,61.0,0.0,5.8,0.0,14.6,8.7,9.4
Vervoer over water,2009,8161,0.2,0.3,8230,162.2,56.0,0.0,5.3,0.0,13.9,8.3,9.0
Vervoer over water,2010,7935,0.2,0.2,8001,155.3,47.9,0.0,4.9,0.0,13.3,7.8,8.0
Vervoer over water,2011,7743,0.2,0.2,7807,145.9,31.1,0.0,4.1,0.0,13.5,7.4,6.2
Vervoer over water,2012,8334,0.2,0.2,8402,155.3,23.9,0.0,4.1,0.0,14.3,7.9,6.5
Vervoer over water,2013,8344,0.2,0.2,8413,155.0,32.8,0.0,4.4,0.0,14.0,7.8,6.4
Vervoer over water,2014,8556,0.2,0.3,8627,159.6,24.2,0.0,4.2,0.0,14.7,7.2,6.6
Vervoer over water,2015,8316,0.2,0.3,8386,150.5,15.1,0.0,3.7,0.0,14.0,7.0,5.3
Vervoer over water,2016,7877,0.2,0.3,7946,150.1,6.6,0.0,3.5,0.0,14.0,6.9,4.2
Vervoer over water,2017,8072,0.2,0.3,8143,152.8,6.6,0.0,3.5,0.0,14.3,7.0,4.1
Vervoer over water,2018,8367,0.2,0.3,8441,155.3,5.7,0.0,3.5,0.0,15.1,7.3,4.2
Vervoer over water,2019,7714,0.2,0.3,7782,145.9,5.3,0.0,3.3,0.0,13.6,6.8,3.9
Vervoer door de lucht,1990,5475,0.2,0.1,5528,18.8,2.5,0.0,0.5,15.5,12.1,1.8,0.1
Vervoer door de lucht,1991,5875,0.2,0.1,5933,20.1,2.7,0.0,0.5,12.5,12.4,1.8,0.1
Vervoer door de lucht,1992,6606,0.2,0.1,6671,22.5,3.0,0.0,0.6,9.6,13.2,1.9,0.1
Vervoer door de lucht,1993,7367,0.2,0.1,7439,24.9,3.3,0.0,0.6,6.6,13.9,1.9,0.1
Vervoer door de lucht,1994,7710,0.2,0.1,7786,26.0,3.5,0.0,0.7,3.6,14.6,2.0,0.1
Vervoer door de lucht,1995,8357,0.3,0.1,8440,28.1,3.8,0.0,0.7,0.6,12.4,2.0,0.1
Vervoer door de lucht,1996,9334,0.3,0.1,9426,31.3,4.2,0.0,0.8,0.6,12.9,1.9,0.1
Vervoer door de lucht,1997,10066,0.3,0.1,10165,33.8,4.5,0.0,0.9,0.4,14.2,2.0,0.1
Vervoer door de lucht,1998,10634,0.3,0.1,10737,36.2,4.7,0.0,0.9,0.2,14.9,1.8,0.1
Vervoer door de lucht,1999,11083,0.3,0.1,11190,39.0,4.9,0.0,1.0,0.1,15.3,1.8,0.1
Vervoer door de lucht,2000,11362,0.4,0.2,11473,41.6,1.5,0.1,1.0,0.0,14.2,2.1,0.1
Vervoer door de lucht,2001,11320,0.4,0.1,11431,42.3,1.5,0.1,1.0,0.0,12.8,1.9,0.1
Vervoer door de lucht,2002,11351,0.4,0.1,11463,43.0,1.2,0.1,1.0,0.0,12.8,1.8,0.2
Vervoer door de lucht,2003,11228,0.4,0.1,11339,44.1,1.6,0.1,1.0,0.0,12.3,1.6,0.1
Vervoer door de lucht,2004,11473,0.4,0.1,11586,48.3,2.1,0.1,1.1,0.0,12.6,1.4,0.2
Vervoer door de lucht,2005,11764,0.4,0.1,11884,49.7,2.8,0.1,1.2,0.0,13.2,1.4,0.2
Vervoer door de lucht,2006,12368,0.4,0.1,12498,50.5,3.4,0.1,1.2,0.0,15.0,1.5,0.2
Vervoer door de lucht,2007,12422,0.4,0.1,12549,50.2,2.1,0.1,1.2,0.0,15.1,1.5,0.2
Vervoer door de lucht,2008,12283,0.4,0.2,12409,57.1,6.2,0.1,1.4,0.0,15.0,1.9,0.2
Vervoer door de lucht,2009,11426,0.4,0.1,11543,56.6,6.6,0.0,1.4,0.0,13.8,1.7,0.1
Vervoer door de lucht,2010,11712,0.4,0.1,11831,58.0,4.0,0.0,1.4,0.0,14.2,1.3,0.2
Vervoer door de lucht,2011,12573,0.4,0.1,12701,50.4,3.6,0.1,1.2,0.0,15.3,1.5,0.2
Vervoer door de lucht,2012,12667,0.4,0.1,12795,52.7,3.9,0.1,1.3,0.0,15.2,1.5,0.2
Vervoer door de lucht,2013,12650,0.4,0.1,12780,60.1,5.6,0.1,1.5,0.0,15.1,1.5,0.2
Vervoer door de lucht,2014,12603,0.4,0.1,12728,57.4,5.2,0.0,1.4,0.0,13.9,1.4,0.2
Vervoer door de lucht,2015,12730,0.4,0.1,12857,57.9,5.4,0.0,1.4,0.0,14.1,1.5,0.2
Vervoer door de lucht,2016,11658,0.4,0.1,11785,57.3,6.8,0.0,1.5,0.0,14.3,1.5,0.2
Vervoer door de lucht,2017,11556,0.4,0.1,11684,56.8,6.8,0.0,1.4,0.0,14.0,1.4,0.2
Vervoer door de lucht,2018,11546,0.4,0.1,11674,57.3,6.7,0.0,1.5,0.0,14.2,1.5,0.2
Vervoer door de lucht,2019,11523,0.4,0.1,11650,58.4,6.7,0.0,1.5,0.0,14.0,1.4,0.2
"Opslag, dienstverlening voor vervoer",1990,780,0.0,0.2,787,10.8,0.9,0.0,0.3,32.8,4.7,19.3,2.5
"Opslag, dienstverlening voor vervoer",1991,800,0.0,0.2,806,10.6,0.7,0.0,0.3,26.5,4.5,17.4,2.4
"Opslag, dienstverlening voor vervoer",1992,794,0.0,0.2,801,10.3,0.7,0.0,0.2,20.1,4.3,15.5,2.3
"Opslag, dienstverlening voor vervoer",1993,826,0.0,0.2,833,10.3,0.7,0.0,0.2,13.8,4.2,13.8,2.2
"Opslag, dienstverlening voor vervoer",1994,821,0.0,0.2,828,10.0,0.7,0.0,0.2,7.5,4.0,12.0,2.1
"Opslag, dienstverlening voor vervoer",1995,835,0.0,0.2,842,9.8,0.7,0.0,0.2,1.1,3.8,10.2,1.9
"Opslag, dienstverlening voor vervoer",1996,860,0.0,0.2,868,9.6,0.5,0.0,0.2,0.9,3.6,8.5,1.8
"Opslag, dienstverlening voor vervoer",1997,828,0.0,0.2,835,9.1,0.2,0.0,0.2,0.6,3.3,6.3,1.8
"Opslag, dienstverlening voor vervoer",1998,819,0.0,0.2,826,8.7,0.2,0.0,0.2,0.3,3.0,6.7,1.6
"Opslag, dienstverlening voor vervoer",1999,825,0.0,0.2,832,8.7,0.2,0.0,0.2,0.2,3.0,5.7,1.6
"Opslag, dienstverlening voor vervoer",2000,813,0.0,0.2,819,8.5,0.1,0.0,0.2,0.1,2.7,4.6,1.5
"Opslag, dienstverlening voor vervoer",2001,813,0.0,0.1,819,8.0,0.0,0.0,0.2,0.0,2.5,4.4,1.4
"Opslag, dienstverlening voor vervoer",2002,826,0.0,0.1,832,8.0,0.0,0.0,0.2,0.0,2.6,4.3,1.3
"Opslag, dienstverlening voor vervoer",2003,839,0.0,0.1,845,7.8,0.0,0.0,0.2,0.0,2.5,4.1,1.2
"Opslag, dienstverlening voor vervoer",2004,848,0.0,0.1,853,7.3,0.0,0.0,0.2,0.0,2.3,2.7,1.1
"Opslag, dienstverlening voor vervoer",2005,836,0.0,0.1,842,7.0,0.0,0.0,0.2,0.0,2.2,6.7,1.1
"Opslag, dienstverlening voor vervoer",2006,834,0.0,0.1,839,6.6,0.0,0.0,0.1,0.0,2.0,8.0,1.0
"Opslag, dienstverlening voor vervoer",2007,834,0.0,0.1,840,6.4,0.0,0.0,0.1,0.0,1.9,8.4,1.1
"Opslag, dienstverlening voor vervoer",2008,856,0.0,0.1,863,6.1,0.0,0.0,0.1,0.0,1.9,8.2,1.1
"Opslag, dienstverlening voor vervoer",2009,874,0.0,0.1,882,5.8,0.0,0.0,0.1,0.0,1.8,7.5,1.0
"Opslag, dienstverlening voor vervoer",2010,954,0.0,0.1,963,5.4,0.0,0.0,0.1,0.0,1.7,7.9,1.0
"Opslag, dienstverlening voor vervoer",2011,961,0.0,0.1,970,5.2,0.0,0.0,0.1,0.0,1.7,8.1,1.0
"Opslag, dienstverlening voor vervoer",2012,940,0.0,0.1,950,4.6,0.0,0.0,0.1,0.0,1.5,8.0,0.9
"Opslag, dienstverlening voor vervoer",2013,942,0.0,0.1,952,4.2,0.0,0.0,0.1,0.0,1.4,7.9,0.9
"Opslag, dienstverlening voor vervoer",2014,873,0.0,0.1,884,3.6,0.0,0.0,0.1,0.0,1.3,8.0,1.0
"Opslag, dienstverlening voor vervoer",2015,883,0.0,0.1,892,3.2,0.0,0.0,0.1,0.0,1.2,8.0,0.9
"Opslag, dienstverlening voor vervoer",2016,848,0.0,0.1,858,3.0,0.0,0.0,0.1,0.0,1.2,8.2,0.9
"Opslag, dienstverlening voor vervoer",2017,879,0.0,0.1,890,2.7,0.0,0.0,0.1,0.0,1.2,8.4,0.8
"Opslag, dienstverlening voor vervoer",2018,921,0.0,0.1,932,2.6,0.0,0.0,0.1,0.0,1.2,8.4,0.8
"Opslag, dienstverlening voor vervoer",2019,907,0.0,0.1,918,2.5,0.0,0.0,0.1,0.0,1.2,8.4,0.8
Post en koeriers,1990,80,0.0,0.0,81,0.8,0.1,0.0,0.0,21.1,1.0,0.4,0.1
Post en koeriers,1991,85,0.0,0.0,86,0.8,0.1,0.0,0.0,17.1,0.9,0.4,0.1
Post en koeriers,1992,88,0.0,0.0,88,0.8,0.1,0.0,0.0,13.0,0.9,0.3,0.1
Post en koeriers,1993,93,0.0,0.0,94,0.8,0.1,0.0,0.0,9.0,0.8,0.3,0.1
Post en koeriers,1994,93,0.0,0.0,94,0.7,0.1,0.0,0.0,4.9,0.7,0.3,0.1
Post en koeriers,1995,95,0.0,0.0,96,0.7,0.1,0.0,0.0,0.8,0.7,0.2,0.0
Post en koeriers,1996,101,0.0,0.0,102,0.7,0.1,0.0,0.0,0.7,0.6,0.2,0.0
Post en koeriers,1997,100,0.0,0.0,101,0.6,0.0,0.0,0.0,0.5,0.6,0.2,0.0
Post en koeriers,1998,104,0.0,0.0,105,0.6,0.0,0.0,0.0,0.2,0.5,0.2,0.0
Post en koeriers,1999,110,0.0,0.0,111,0.6,0.0,0.0,0.0,0.1,0.5,0.2,0.0
Post en koeriers,2000,111,0.0,0.0,112,0.7,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Post en koeriers,2001,120,0.0,0.0,121,0.7,0.0,0.0,0.0,0.0,0.5,0.2,0.0
Post en koeriers,2002,121,0.0,0.0,122,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2003,123,0.0,0.0,124,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2004,128,0.0,0.0,129,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2005,126,0.0,0.0,127,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2006,124,0.0,0.0,125,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2007,122,0.0,0.0,123,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2008,123,0.0,0.0,124,0.7,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2009,120,0.0,0.0,121,0.6,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Post en koeriers,2010,127,0.0,0.0,129,0.6,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Post en koeriers,2011,130,0.0,0.0,131,0.6,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Post en koeriers,2012,126,0.0,0.0,127,0.5,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Post en koeriers,2013,128,0.0,0.0,129,0.5,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Post en koeriers,2014,126,0.0,0.0,127,0.5,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Post en koeriers,2015,132,0.0,0.0,133,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Post en koeriers,2016,130,0.0,0.0,131,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Post en koeriers,2017,134,0.0,0.0,136,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Post en koeriers,2018,141,0.0,0.0,143,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Post en koeriers,2019,143,0.0,0.0,144,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Horeca,1990,816,0.0,0.2,822,1.6,0.1,0.0,0.0,45.1,2.0,1.1,0.1
Horeca,1991,918,0.0,0.2,924,1.6,0.1,0.0,0.0,36.5,33.3,0.9,0.1
Horeca,1992,856,0.0,0.3,863,1.7,0.1,0.0,0.0,27.8,49.0,0.9,0.1
Horeca,1993,923,0.0,0.3,931,1.7,0.1,0.0,0.0,19.1,48.9,0.9,0.1
Horeca,1994,864,0.0,0.4,874,1.7,0.1,0.0,0.0,10.5,33.1,0.8,0.1
Horeca,1995,894,0.0,0.4,912,1.6,0.1,0.0,0.0,1.8,1.5,0.8,0.1
Horeca,1996,1027,0.0,0.6,1050,1.5,0.1,0.0,0.0,1.5,1.4,0.8,0.1
Horeca,1997,908,0.0,0.6,932,1.5,0.0,0.0,0.0,1.0,1.3,0.8,0.1
Horeca,1998,886,0.0,0.6,911,1.5,0.0,0.0,0.0,0.5,1.2,0.8,0.0
Horeca,1999,850,0.0,0.6,870,1.5,0.0,0.0,0.0,0.3,1.2,0.7,0.0
Horeca,2000,849,0.0,0.6,907,1.4,0.0,0.0,0.0,0.1,1.1,0.6,0.1
Horeca,2001,911,0.0,0.5,979,1.5,0.0,0.0,0.0,0.1,1.2,0.6,0.1
Horeca,2002,857,0.0,0.5,934,1.4,0.0,0.0,0.0,0.0,1.1,0.6,0.1
Horeca,2003,890,0.0,0.5,979,1.4,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2004,950,0.0,0.4,1049,1.4,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2005,871,0.0,0.4,981,1.2,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2006,875,0.0,0.4,995,1.1,0.0,0.0,0.0,0.0,0.9,0.5,0.0
Horeca,2007,801,0.0,0.5,933,1.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2008,861,0.0,0.5,1006,1.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2009,862,0.0,0.4,1014,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2010,1090,0.0,0.5,1247,1.2,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2011,890,0.0,0.4,1051,1.0,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2012,1068,0.0,0.5,1234,1.1,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2013,1111,0.0,0.5,1240,1.1,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2014,914,0.0,0.5,1022,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Horeca,2015,999,0.0,0.2,1111,1.0,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2016,1005,0.0,0.2,1096,1.0,0.0,0.0,0.0,0.0,1.1,0.5,0.0
Horeca,2017,1035,0.0,0.2,1126,1.0,0.0,0.0,0.0,0.0,1.2,0.5,0.0
Horeca,2018,1024,0.0,0.2,1115,0.9,0.0,0.0,0.0,0.0,1.2,0.5,0.0
Horeca,2019,984,0.0,0.2,1075,0.9,0.0,0.0,0.0,0.0,1.3,0.5,0.0
Informatie en communicatie,1990,292,0.0,0.1,294,0.8,0.0,0.0,0.0,81.1,1.5,2.3,0.1
Informatie en communicatie,1991,341,0.0,0.1,343,0.8,0.0,0.0,0.0,65.5,1.3,2.2,0.1
Informatie en communicatie,1992,323,0.0,0.1,326,0.7,0.0,0.0,0.0,49.8,1.3,2.2,0.0
Informatie en communicatie,1993,346,0.0,0.1,349,0.7,0.0,0.0,0.0,34.2,1.2,2.1,0.0
Informatie en communicatie,1994,310,0.0,0.1,314,0.6,0.0,0.0,0.0,18.6,1.1,2.1,0.0
Informatie en communicatie,1995,336,0.0,0.1,340,0.8,0.0,0.0,0.0,3.0,1.0,2.0,0.0
Informatie en communicatie,1996,376,0.0,0.2,381,0.7,0.0,0.0,0.0,2.8,1.0,1.9,0.0
Informatie en communicatie,1997,340,0.0,0.2,345,0.7,0.0,0.0,0.0,2.0,0.9,1.8,0.0
Informatie en communicatie,1998,336,0.0,0.2,341,0.6,0.0,0.0,0.0,1.1,0.8,1.7,0.0
Informatie en communicatie,1999,325,0.0,0.2,331,0.6,0.0,0.0,0.0,0.6,0.8,1.6,0.0
Informatie en communicatie,2000,327,0.0,0.2,333,0.7,0.0,0.0,0.0,0.3,0.7,1.5,0.0
Informatie en communicatie,2001,355,0.0,0.2,360,0.7,0.0,0.0,0.0,0.1,0.8,1.3,0.0
Informatie en communicatie,2002,310,0.0,0.1,314,0.6,0.0,0.0,0.0,0.0,0.8,1.2,0.0
Informatie en communicatie,2003,298,0.0,0.1,302,0.6,0.0,0.0,0.0,0.0,0.7,1.0,0.0
Informatie en communicatie,2004,307,0.0,0.1,311,0.6,0.0,0.0,0.0,0.0,0.7,0.9,0.0
Informatie en communicatie,2005,286,0.0,0.1,290,0.5,0.0,0.0,0.0,0.0,0.7,1.0,0.0
Informatie en communicatie,2006,283,0.0,0.1,286,0.5,0.0,0.0,0.0,0.0,0.7,1.1,0.0
Informatie en communicatie,2007,261,0.0,0.1,264,0.5,0.0,0.0,0.0,0.0,0.6,1.1,0.0
Informatie en communicatie,2008,274,0.0,0.1,277,0.5,0.0,0.0,0.0,0.0,0.6,1.2,0.0
Informatie en communicatie,2009,262,0.0,0.1,266,0.4,0.0,0.0,0.0,0.0,0.7,1.0,0.0
Informatie en communicatie,2010,347,0.0,0.1,351,0.5,0.0,0.0,0.0,0.0,0.8,1.1,0.0
Informatie en communicatie,2011,297,0.0,0.1,300,0.5,0.0,0.0,0.0,0.0,0.9,1.1,0.0
Informatie en communicatie,2012,301,0.0,0.1,304,0.5,0.0,0.0,0.0,0.0,0.9,0.9,0.0
Informatie en communicatie,2013,280,0.0,0.1,283,0.4,0.0,0.0,0.0,0.0,1.0,1.1,0.0
Informatie en communicatie,2014,242,0.0,0.1,245,0.4,0.0,0.0,0.0,0.0,0.9,1.1,0.0
Informatie en communicatie,2015,258,0.0,0.0,260,0.4,0.0,0.0,0.0,0.0,0.8,1.2,0.0
Informatie en communicatie,2016,243,0.0,0.0,245,0.4,0.0,0.0,0.0,0.0,0.7,1.2,0.0
Informatie en communicatie,2017,190,0.0,0.0,191,0.3,0.0,0.0,0.0,0.0,0.7,1.0,0.0
Informatie en communicatie,2018,194,0.0,0.0,196,0.3,0.0,0.0,0.0,0.0,0.6,0.7,0.0
Informatie en communicatie,2019,188,0.0,0.0,190,0.3,0.0,0.0,0.0,0.0,0.6,0.7,0.0
Financiële dienstverlening,1990,578,0.0,0.1,581,2.0,0.1,0.0,0.0,157.4,1.6,1.4,0.1
Financiële dienstverlening,1991,643,0.0,0.1,647,2.0,0.1,0.0,0.1,127.2,1.5,1.3,0.1
Financiële dienstverlening,1992,609,0.0,0.2,613,2.2,0.1,0.0,0.1,97.0,1.5,1.3,0.1
Financiële dienstverlening,1993,650,0.0,0.2,655,2.1,0.1,0.0,0.1,66.7,1.4,1.2,0.1
Financiële dienstverlening,1994,613,0.0,0.2,620,2.3,0.1,0.0,0.1,36.5,1.3,1.1,0.1
Financiële dienstverlening,1995,633,0.0,0.3,641,1.9,0.1,0.0,0.0,6.3,1.2,1.0,0.1
Financiële dienstverlening,1996,715,0.0,0.3,724,1.8,0.1,0.1,0.0,5.5,1.1,1.0,0.1
Financiële dienstverlening,1997,642,0.0,0.4,652,1.6,0.1,0.1,0.0,3.7,1.0,1.0,0.1
Financiële dienstverlening,1998,630,0.0,0.4,640,1.6,0.1,0.1,0.0,1.8,0.9,1.0,0.1
Financiële dienstverlening,1999,613,0.0,0.3,623,1.6,0.1,0.1,0.0,0.9,0.9,1.0,0.1
Financiële dienstverlening,2000,612,0.0,0.4,622,1.7,0.0,0.1,0.0,0.5,0.8,1.0,0.1
Financiële dienstverlening,2001,653,0.0,0.3,662,1.7,0.0,0.1,0.0,0.2,0.9,1.0,0.1
Financiële dienstverlening,2002,623,0.0,0.3,631,1.6,0.0,0.1,0.0,0.0,0.9,1.0,0.1
Financiële dienstverlening,2003,650,0.0,0.3,659,1.6,0.0,0.1,0.0,0.0,0.9,1.0,0.1
Financiële dienstverlening,2004,686,0.0,0.3,694,1.7,0.0,0.1,0.0,0.0,0.9,1.0,0.1
Financiële dienstverlening,2005,641,0.0,0.3,649,1.5,0.0,0.1,0.0,0.0,0.9,1.0,0.1
Financiële dienstverlening,2006,649,0.0,0.3,657,1.5,0.0,0.1,0.0,0.0,0.9,1.0,0.1
Financiële dienstverlening,2007,593,0.0,0.3,602,1.4,0.0,0.1,0.0,0.0,0.9,1.0,0.0
Financiële dienstverlening,2008,616,0.0,0.3,624,1.4,0.0,0.1,0.0,0.0,0.9,1.0,0.0
Financiële dienstverlening,2009,622,0.0,0.3,631,1.3,0.0,0.1,0.0,0.0,1.0,0.9,0.0
Financiële dienstverlening,2010,506,0.0,0.2,512,1.1,0.0,0.1,0.0,0.0,1.0,0.9,0.0
Financiële dienstverlening,2011,416,0.0,0.1,421,1.0,0.0,0.1,0.0,0.0,0.9,0.9,0.0
Financiële dienstverlening,2012,441,0.0,0.1,446,0.9,0.0,0.1,0.0,0.0,0.9,0.8,0.0
Financiële dienstverlening,2013,426,0.0,0.1,431,0.8,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Financiële dienstverlening,2014,362,0.0,0.1,367,0.8,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Financiële dienstverlening,2015,377,0.0,0.1,380,0.7,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Financiële dienstverlening,2016,403,0.0,0.1,406,0.8,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Financiële dienstverlening,2017,434,0.0,0.1,438,0.8,0.0,0.1,0.0,0.0,1.0,0.8,0.0
Financiële dienstverlening,2018,447,0.0,0.1,451,0.7,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Financiële dienstverlening,2019,436,0.0,0.1,439,0.7,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Verhuur en handel van onroerend goed,1990,529,0.0,0.1,532,1.1,0.1,0.0,0.0,22.7,0.9,0.4,0.0
Verhuur en handel van onroerend goed,1991,596,0.0,0.1,599,1.1,0.1,0.0,0.0,18.4,0.8,0.3,0.0
Verhuur en handel van onroerend goed,1992,556,0.0,0.2,560,1.2,0.1,0.0,0.0,14.0,0.8,0.3,0.0
Verhuur en handel van onroerend goed,1993,598,0.0,0.2,604,1.1,0.1,0.0,0.0,9.6,0.8,0.3,0.0
Verhuur en handel van onroerend goed,1994,560,0.0,0.2,566,1.2,0.1,0.0,0.0,5.3,0.7,0.3,0.0
Verhuur en handel van onroerend goed,1995,580,0.0,0.3,587,1.1,0.1,0.0,0.0,0.9,0.7,0.3,0.0
Verhuur en handel van onroerend goed,1996,666,0.0,0.4,676,1.2,0.2,0.0,0.0,0.8,0.6,0.3,0.0
Verhuur en handel van onroerend goed,1997,589,0.0,0.4,599,0.9,0.1,0.0,0.0,0.5,0.6,0.3,0.0
Verhuur en handel van onroerend goed,1998,574,0.0,0.4,584,0.9,0.1,0.0,0.0,0.3,0.5,0.2,0.0
Verhuur en handel van onroerend goed,1999,550,0.0,0.4,560,0.8,0.0,0.0,0.0,0.1,0.5,0.2,0.0
Verhuur en handel van onroerend goed,2000,550,0.0,0.4,560,1.0,0.1,0.0,0.0,0.1,0.5,0.2,0.0
Verhuur en handel van onroerend goed,2001,590,0.0,0.3,599,1.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2002,585,0.0,0.3,593,1.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2003,636,0.0,0.3,645,1.1,0.1,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2004,661,0.0,0.3,669,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2005,596,0.0,0.3,604,0.9,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2006,586,0.0,0.3,594,0.9,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2007,540,0.0,0.3,548,0.8,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2008,584,0.0,0.3,593,0.8,0.0,0.0,0.0,0.0,0.7,0.2,0.0
Verhuur en handel van onroerend goed,2009,552,0.0,0.3,560,0.7,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2010,487,0.0,0.2,492,0.6,0.0,0.0,0.0,0.0,0.6,0.2,0.0
Verhuur en handel van onroerend goed,2011,378,0.0,0.2,383,0.6,0.0,0.0,0.0,0.0,0.5,0.2,0.0
Verhuur en handel van onroerend goed,2012,373,0.0,0.1,377,0.5,0.0,0.0,0.0,0.0,0.5,0.3,0.0
Verhuur en handel van onroerend goed,2013,354,0.0,0.1,358,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0.0
Verhuur en handel van onroerend goed,2014,294,0.0,0.1,298,0.4,0.0,0.0,0.0,0.0,0.4,0.1,0.0
